name,handedness,height,weight,avg,HR
Ramon Ramirez,R,71,190,0.333,0
Otis Thornton,R,73,186,0,0
Justin Germano,R,75,205,0.149,0
Jack O'Neill,R,70,165,0.196,1
Mike Young,B,74,195,0.247,72
Hub Knolls,,74,190,1,0
Bill Niles,, ,160,0.216,0
Randy Ready,R,71,180,0.259,40
Dickie Noles,R,74,160,0.136,0
Robert Machado,R,73,205,0.23,11
Josh Bunce,, , ,0,0
Joe Simmons,,69,166,0.221,0
Jenrry Mejia,R,72,160,0.059,0
John Simmons,R,73,192,0.215,0
Heinie Meine,R,71,180,0.144,0
Bob Wickman,R,73,207,0,0
Jack O'Connor,L,75,215,0,0
Frank Butler,L,67,155,0.273,0
Joe Evers,R,69,135,0,0
Johnny Evers,L,69,125,0.27,12
Bill Bethea,R,72,175,0.167,0
Harry Moore,, , ,0.336,1
Jim Constable,B,73,185,0.235,0
Red Lynn,R,72,162,0.146,0
Randy Flores,L,72,190,0,0
Kevin Young,R,75,210,0.258,144
Jess Todd,R,71,210,0,0
Eddie Tiemeyer,R,71,185,0.263,0
Glenallen Hill,R,75,210,0.271,186
Charlie Ingraham,,71,170,0.25,0
John Vann,R, ,186,0,0
Chris Speier,R,73,175,0.246,112
Cory Gearrin,R,75,200,0,0
Gene Michael,B,74,183,0.229,15
Monte Kennedy,R,74,185,0.153,1
Tommy Layne,L,75,185,0,0
Mark Malaska,L,75,190,0,0
Herman Segelke,R,76,200,0,0
Buddy Dear,R,68,143,0,0
Bill Oster,L,75,198,0.333,0
Ted Williams,L,75,205,0.344,521
Chris Aguila,R,71,200,0.23,3
Brent Leach,L,77,215,0,0
Bert Adams,B,73,185,0.202,2
Edwin Encarnacion,R,74,230,0.265,195
Harry Pattee,L,68,149,0.216,0
Bart Zeller,R,73,185,0,0
Syl Johnson,R,71,180,0.181,4
Stew Bolen,L,71,180,0.196,0
Ed Mincher,,67,155,0.157,0
Woody Wheaton,L,68,160,0.191,0
Tony Torcato,L,73,195,0.298,0
Ray Washburn,R,73,205,0.105,1
Randy Jackson,R,73,180,0.261,103
Vic Harris,B,71,165,0.217,13
Bruce Von Hoff,R,72,187,0.067,0
Bill Hopper,R,72,175,0.308,0
Rick Reed,R,72,195,0.172,2
Bobby Bonner,R,72,185,0.194,0
Tom Waddell,R,73,185,0,0
Dick Teed,B,71,180,0,0
Ray Daviault,R,73,170,0.067,0
Logan Forsythe,R,73,205,0.241,12
Dave Gassner,R,74,190,0,0
Peaches Graham,R,69,180,0.265,1
Pat Bohen,R,70,155,0,0
David Lenz,, , ,0.083,0
Lefty Hayden,L,74,175,0,0
Craig Worthington,R,72,160,0.23,33
Zaza Harvey,L,72,190,0.332,1
Jim Hibbs,R,72,190,0,0
Aaron Hicks,B,74,190,0.192,8
Henry Lampe,R,71,175,0.111,0
Dwight Gooden,R,74,190,0.196,8
Steve Cox,L,76,225,0.262,39
Harvey Pulliam,R,72,210,0.262,8
Evan Scribner,R,75,190,0,0
Devin Mesoraco,R,73,220,0.225,16
Hugh Daily,R,74,180,0.157,0
Carlos Quintana,R,72,175,0.276,19
Sherman Obando,R,76,215,0.239,13
Ben Laughlin,, , ,0.24,0
Alexis Infante,R,70,175,0.109,0
Jake Evans,,68,154,0.238,1
Earle Gardner,R,71,160,0.263,1
Dan Monzon,R,70,182,0.244,0
Mike Fischlin,R,73,165,0.22,3
Johnny Podgajny,R,74,173,0.168,0
Hal Woodeshick,R,75,200,0.092,0
Joe McClain,R,72,183,0.2,0
Greg Minton,B,74,180,0.146,1
Billy Hitchcock,R,73,185,0.243,5
Fred Holdsworth,R,73,190,0.077,0
Don Money,R,73,170,0.261,176
Chick Pedroes,, , ,0,0
Julie Wera,R,68,164,0.278,1
Juan Acevedo,R,74,195,0.092,0
Matt Kilroy,L,69,175,0.222,1
Teddy Kearns,R,71,180,0.263,0
Brandon Kintzler,R,73,185,0,0
Trystan Magnuson,L,78,210,0,0
 Gavern,, , ,0,0
Adam Wilk,L,74,180,0,0
Greg Keatley,R,74,200,0,0
Scott Lydy,R,77,190,0.225,2
Em Lindbeck,L,72,185,0,0
Baby Doll Jacobson,R,75,215,0.311,83
Charley Stanceu,R,74,190,0,0
Trevor Enders,R,73,205,0,0
Rommie Lewis,L,77,230,0,0
Sammy Ellis,L,73,175,0.104,0
Bill Moriarty,R,74,180,0.2,0
Pete Falsey,L,66,132,0,0
Travis Phelps,R,74,165,0,0
Chris Stewart,R,76,210,0.214,8
Herman Dehlman,, , ,0.214,0
Peanuts Lowrey,R,68,170,0.273,37
Hans Rasmussen,R,78,220,0,0
Bert Abbey,R,71,175,0.169,0
Win Kellum,B,70,190,0.168,0
George Kottaras,L,72,185,0.214,29
Bob Malloy,R,71,185,0.226,0
Sam Leever,R,70,175,0.184,2
Brian Bocock,R,71,185,0.134,0
Bob Malloy,R,77,200,0,0
Howard Maple,L,67,175,0.244,0
Roy Hartzell,L,68,155,0.252,12
Joe Rudi,R,74,200,0.264,179
Bob Locker,B,75,200,0.074,0
Mike Cather,R,74,195,0,0
Dee Sanders,R,75,195,0,0
Eddie Pick,B,72,185,0.178,2
Roy Vaughn,B,72,178,0,0
Bill Posedel,R,71,175,0.176,0
Art Fowler,R,71,180,0.152,0
Jason Dellaero,B,74,195,0.091,0
Al Reach,L,66,155,0.247,0
Bill Upton,R,72,167,0,0
Bill Hubbell,R,73,195,0.172,1
Alberto Callaspo,B,68,200,0.273,47
Ecky Stearns,L,73,185,0.242,8
Jim Rice,R,74,200,0.298,382
Matt Palmer,R,74,225,0.2,0
Radhames Dykhoff,L,72,205,0,0
Ken Landenberger,L,75,200,0.2,0
Mike Cunningham,R,70,175,0.333,0
Gabe Kapler,R,74,205,0.268,82
Finners Quinlan,L,68,154,0.183,0
Les Backman,R,72,195,0.108,0
Mike Gonzalez,R,74,215,0.333,0
Bill McWilliams,R,73,180,0,0
Jim Edmonds,L,73,210,0.284,393
B.J. Upton,R,75,185,0.248,127
Rollie Sheldon,R,76,185,0.096,0
Charlie Hallstrom,, , ,0,0
Kid Speer,L,69,152,0.12,0
Charlie Manning,L,74,185,0,0
Shawn Holman,R,74,185,0,0
Ben Diggins,R,79,230,0.143,0
Mickey Harris,L,72,195,0.188,0
Ace Parker,R,72,180,0.179,2
Mickey Harrington,R,76,205,0,0
Ed Busch,R,70,175,0.262,0
Pee Wee Reese,R,70,160,0.269,126
Bill Snyder,R, , ,0.286,0
Joe McGinnity,R,71,206,0.194,0
Ted Cather,R,70,178,0.252,2
Ed Cotter,R,72,185,0.308,0
Johnny Guzman,R,70,155,0,0
Joe Harrington,R,68,162,0.217,3
Hugh Reid,, , ,0,0
John Harris,L,75,205,0.258,5
Josh Harrison,R,68,185,0.25,7
Pete Sivess,R,75,195,0.143,0
Joe Walsh,L,66,150,0.21,1
Herb Harris,L,73,175,0,0
Kim Batiste,R,72,175,0.234,10
Ryan Bowen,R,72,185,0.176,0
Milton Bradley,B,72,215,0.271,125
Alan Wirth,R,76,190,0,0
Al Nixon,R,67,164,0.277,7
Gil Garrido,R,69,150,0.237,1
Jack Salveson,R,72,180,0.26,3
Russell Branyan,L,75,230,0.232,194
Emory Nusz,, , ,0,0
Sy Sutcliffe,L,74,170,0.288,6
Bob Hegman,R,73,180,0,0
Martin Perez,L,72,180,0,0
Marty Perez,R,71,160,0.246,22
Ad Liska,R,71,160,0.107,0
John Flavin,L,74,208,0,0
Dee Gordon,L,71,150,0.256,2
Rufus Meadows,L,71,175,0,0
Scott Northey,R,72,175,0.262,1
Tyrell Godwin,L,72,200,0,0
Dan O'Connor,L,74,185,0.462,0
Jim Tobin,R,72,185,0.23,17
Paul Sentell,R,69,176,0.226,1
Danny O'Connell,R,71,168,0.26,39
Tom Foley,L,73,175,0.244,32
Tom Foley,,69,157,0.262,0
Tom Matchick,L,73,173,0.215,4
Dick Stigman,R,75,200,0.113,0
Myril Hoag,R,71,180,0.271,28
Frank Huelsman,R,74,210,0.258,5
Wily Mo Pena,R,75,270,0.25,84
Joe Walsh,R,74,170,0.308,0
Ed Correa,R,74,192,0,0
Curt Coleman,L,71,180,0.243,0
Ray Gardner,R,68,145,0.253,1
Jim Tabor,R,74,175,0.27,104
Brady Raggio,R,76,210,0,0
Frank Brooks,L,73,190,0,0
Craig Monroe,R,73,195,0.252,115
Javier Cardona,R,73,185,0.206,2
Ricky Pickett,L,73,220,0,0
Maury Uhler,R,71,165,0.214,0
Eddie Lake,R,67,159,0.231,39
Solly Drake,B,72,170,0.232,2
Johnnie Tyler,B,72,175,0.321,2
Dan Duran,L,71,190,0.25,0
Erik Schullstrom,R,77,220,0,0
Dave Smith,R,73,195,0.068,0
Ken Nash,B,68,140,0.243,0
Frank Schulte,L,71,170,0.27,92
Fred Schulte,R,73,183,0.291,47
Keith Kessinger,B,74,185,0.259,1
Michael Wacha,R,78,210,0.143,0
Trey Hodges,R,75,187,0,0
Chet Clemens,R,72,175,0.2,0
Marty Sullivan,R, , ,0.273,26
Jack Perconte,L,70,160,0.27,2
Andy Tracy,L,75,230,0.231,13
Cy Bentley,, , ,0.235,0
Stephen Strasburg,R,76,220,0.172,1
Elmer White,, , ,0.257,0
Bronson Sardinha,L,73,220,0.333,0
Mickey Storey,R,74,185,0,0
Dutch Lerchen,R,68,160,0,0
Frank Leja,L,76,205,0.043,0
Ed Kirkpatrick,L,71,195,0.238,85
Red Connolly,, , ,0,0
Jason Wood,R,73,170,0.245,5
Ted Kennedy,L,68,178,0.06,0
Jack O'Brien,R,70,184,0.266,11
Josh Willingham,R,74,215,0.256,181
Rafael Palmeiro,L,72,180,0.288,569
Phil Bedgood,R,75,218,0.167,0
Jim Poole,L,72,175,0.288,13
Gus McGinnis,,71,168,0.225,0
Les Howe,R,71,170,0.125,0
Eddie Basinski,R,73,172,0.244,4
Dick Nold,R,74,190,0,0
Ken O'Dea,L,72,180,0.255,40
Terry Kennedy,L,75,220,0.264,113
Dick Stuart,R,76,212,0.264,228
John Grimes,R,71,160,0.286,0
Jim Riley,R,72,165,0,0
Ernie Maun,R,72,165,0.333,0
Don Erickson,R,72,175,0,0
Walt Linden,R,73,190,0.4,0
Pug Griffin,R,71,187,0.207,1
Joe Cannon,L,75,193,0.176,1
Art Goodwin,,68,195,0,0
Chuck Baker,R,71,180,0.185,0
Charlie Baker,,64,140,0.14,1
John Lovett,, , ,0.333,0
Ed Olwine,L,74,165,0.333,0
Clare Patterson,L,72,180,0.125,0
Larry Colton,L,75,200,0,0
John Slagle,L,70,175,0,0
Fred Chapman,R,68,165,0,0
Vaughn Eshelman,L,75,205,0.25,0
Ed Hughes,R,73,180,0.19,0
Bryan Bullington,R,76,210,0.333,0
Dave Wissman,L,74,178,0.148,0
Bill Mundy,L,70,154,0.255,0
Charlie Armbruster,R,69,180,0.149,0
Alex Cole,L,74,170,0.28,5
Rosman Garcia,R,74,215,0,0
Jim Long,,70,160,0.215,2
Ryan Freel,R,70,185,0.268,22
Jamie Easterly,L,69,180,0.161,0
Bronswell Patrick,R,73,220,0.188,1
Chris Carpenter,R,76,220,0,0
Chris Carpenter,R,78,230,0.118,2
Steve Geltz,R,70,170,0,0
Shane Bowers,R,76,215,0,0
Beiker Graterol,R,74,165,0,0
Dave Fleming,L,75,200,0,0
Harvey Hendrick,L,74,190,0.308,48
Ray Lucas,R,74,175,0.333,0
Mutt Wilson,R,75,167,0.25,0
Logan Ondrusek,R,80,225,0,0
Moxie Manuel,R,71,170,0.1,0
Jerry Grote,R,70,185,0.252,39
Jeff Grotewold,L,72,215,0.228,4
Zach Clark,R,72,200,0,0
Red Lutz,R,70,170,1,0
Walt Craddock,R,71,176,0,0
Andy Harrington,R,71,170,0,0
Manny Montejo,R,71,150,0,0
Alan Trammell,R,72,165,0.285,185
Andy Harrington,R,72,193,0.5,0
Butch Metzger,R,73,185,0,0
Chuck Corgan,B,71,180,0.221,0
Archie McKain,B,70,175,0.176,2
Jeff Datz,R,76,220,0.2,0
Ben Houser,L,73,185,0.267,9
Anthony Rendon,R,72,195,0.265,7
John McPherson,, , ,0.062,0
Jose Flores,R,71,180,0.143,0
Ellie Hendricks,L,73,175,0.22,62
Dick Stone,L,69,153,0,0
Tom Donohue,R,72,185,0.2,5
Mike Garcia,R,73,195,0.182,2
Elmer Myers,R,74,185,0.226,0
Mike Garcia,R,74,220,0.333,0
Miguel Garcia,L,71,173,1,0
Dick Hyde,R,71,170,0.093,0
Neil Fiala,L,73,185,0.2,0
John Sheppard,, , ,0,0
Tommy Irwin,R,71,165,0.111,0
Jim Beauchamp,R,74,190,0.231,14
Jim Henderson,L,77,190,0,0
Logan Drake,R,70,165,0,0
Bill McGill,R,74,185,0,0
Chris Carter,L,72,230,0.263,4
Ramon Tatis,L,74,185,0,0
Sam Narron,R,70,180,0.286,0
Ken Jungels,R,73,180,0.1,0
Sean Burnett,L,73,200,0.069,0
Tommy Corcoran,R,69,164,0.256,34
Marty Barrett,R,69,170,0.053,0
Reymond Fuentes,L,72,160,0.152,0
Kirk Saarloos,R,72,185,0.073,0
Benito Santiago,R,73,180,0.263,217
Ox Miller,R,73,190,0.259,1
Luis Aquino,R,72,155,0.114,0
Joe Abreu,R,68,160,0.214,1
Henry Villar,R,71,170,0,0
George Snyder,, , ,0.333,0
Gene Snyder,R,71,175,0,0
Terry Wilshusen,R,74,210,0,0
Walter Murphy,R,73,180,0,0
Tito Fuentes,B,71,175,0.268,45
Walt Irwin,R,70,170,0,0
Eddie Miller,B,69,175,0.238,1
Charlie Miller,R,72,190,0,0
Chuck Miller,L,68,155,0.188,0
Ron Brand,R,67,167,0.239,3
Emil Yde,B,71,165,0.233,1
Aroldis Chapman,L,76,185,0,0
Phil Hennigan,R,71,185,0.1,0
Rhyne Hughes,L,74,215,0.213,0
Joe Ginsberg,L,71,180,0.241,20
Bill Kelso,R,76,215,0.059,0
Snapper Kennedy,B,70,165,0,0
Pat Patterson,R,72,175,0.4,1
Dan Dugan,L,73,187,0.15,0
Hardin Barry,R,72,185,0,0
Al Shealy,R,71,175,0.279,1
Ernie Burch,L,70,190,0.26,4
Sal Maglie,R,74,180,0.135,2
Tony Blanco,R,73,175,0.177,1
Pat Neshek,B,75,210,0,0
Ryan Tucker,R,73,200,0,0
Jack Theis,R,72,190,0,0
Marty Bystrom,R,77,200,0.161,0
Jackie Sullivan,R,71,172,0,0
Milt Gaston,R,73,185,0.2,6
Steve Lawson,R,73,175,1,0
Ravelo Manzanillo,L,72,210,0.5,0
Lefty Clarke,B,71,180,0,0
Wes Whisler,L,77,240,0,0
Pete Alexander,R,73,185,0.209,11
Tommy Johns,,71,170,0,0
Tom Johnson,R,73,185,0,0
Tony Johnson,R,75,145,0.232,3
Scott Dunn,R,75,180,0,0
Bill McGhee,L,70,185,0.272,1
Leo Cardenas,R,71,150,0.257,118
Frank Foutz,R,71,165,0.236,2
Herb Cobb,R,71,150,0,0
Bobby Smith,R,75,190,0.232,21
Kevin Russo,R,71,190,0.184,0
Al Verdel,R,69,186,0,0
Chuck Taylor,R,74,195,0.158,0
Randall Simon,L,72,180,0.283,49
Irving Falu,B,70,180,0.337,0
Dave Bancroft,B,69,160,0.279,32
Steve Ladew,, , ,0,0
Park Swartzel,R,70, ,0.144,0
Joe Goddard,R,71,181,0.2,0
Kevin Roberson,B,76,210,0.197,20
Bart Miadich,R,76,205,0,0
Sadie McMahon,R,69,165,0.204,3
Mike Jacobs,L,75,215,0.253,100
Ed Palmquist,R,75,195,0,0
Greg Swindell,R,74,225,0.188,0
Mike Jacobs,,71,180,0.211,0
Frank Hankinson,R,71,168,0.228,13
Bob Smith,R,70,175,0.242,5
Bill Watkins,R,70,156,0.205,0
Luke Appling,R,70,183,0.31,45
Pete Lamer,,70,170,0.182,0
Drew Meyer,L,70,205,0.214,0
Ed Siever,L,71,190,0.156,0
Mat Gamel,L,72,200,0.229,6
Joe Just,R,71,185,0.156,0
Jess Pike,L,75,175,0.171,1
Ethan Blackaby,L,71,190,0.12,0
Jeff McNeely,R,74,190,0.297,0
Joe Giannini,L,68,155,0.5,0
Sonny Senerchia,R,73,195,0.22,3
Art Butler,R,69,160,0.241,3
Jason Heyward,L,77,240,0.259,73
Valmy Thomas,R,69,165,0.23,12
Cliff Heathcote,L,70,160,0.275,42
Jose Ramirez,B,69,165,0.333,0
Luke Carlin,B,70,195,0.179,3
Dick Baney,R,72,185,0.125,0
Welington Castillo,R,70,200,0.269,14
Derek Jeter,R,75,195,0.312,256
Rick Lancellotti,L,75,195,0.169,2
Ray Hathaway,R,72,165,0,0
Mark Salas,L,72,180,0.247,38
Bennie Warren,R,73,184,0.219,33
Joe Brovia,L,75,195,0.111,0
Chief Wilson,L,74,185,0.269,59
Rene Gonzales,R,75,180,0.239,19
Fred Link,L,72,170,0.167,0
Elmer Tutwiler,R,71,158,0,0
Chick Carroll,, , ,0.25,0
Art Shamsky,L,73,168,0.253,68
Johnny Lindell,R,76,217,0.273,72
Bill Gilbreth,L,72,180,0.167,0
George Fields,, , ,0.241,0
Del Bissonette,L,71,180,0.305,66
Doc White,L,73,150,0.217,2
Wilfredo Rodriguez,L,75,180,0,0
Steve Ellsworth,R,80,220,0,0
Pete Castiglione,R,71,175,0.255,24
John McCloskey,, , ,0.158,0
Ron Cey,R,70,185,0.261,316
Craig Paquette,R,72,190,0.239,99
Mike Matthews,L,74,175,0.12,1
Bobby Byrne,R,67,145,0.254,10
Anderson Garcia,R,74,180,0,0
Vern Ruhle,R,73,185,0.148,0
Mickey Tettleton,B,74,200,0.241,245
Ken Chase,L,74,210,0.165,1
Frank Robinson,R,73,183,0.294,586
Dayan Viciedo,R,71,240,0.264,45
Frank Wurm,B,73,175,0,0
Scott Bradley,L,71,185,0.257,18
Dan Plesac,L,77,205,0.067,0
Jim Hicks,R,75,205,0.163,5
Wally Clement,L,71,175,0.253,0
Lem Hunter,, , ,0.25,0
Freddy Galvis,B,70,170,0.23,9
Ren Deagle,R,69,190,0.117,0
Pete Stanicek,B,71,175,0.243,4
Rich Rundles,L,77,210,0,0
Ben Hendrickson,R,76,190,0.105,0
Frank Linzy,R,73,190,0.149,1
Mark Leiter,R,75,200,0.112,0
Dan Pfister,R,72,187,0.162,0
Dick Bayless,L,69,178,0.225,1
Skip Jutze,R,71,190,0.215,3
Chris Turner,R,74,190,0.237,4
Ernie Wolf,R,71,174,0,0
Charlie Bates,R,70,165,0.237,0
Bobby Howry,L,77,220,0.2,0
Liam Hendriks,R,73,190,0,0
Joe Stephenson,R,74,185,0.179,0
Nolan Arenado,R,73,205,0.267,10
Butch Wynegar,B,73,190,0.255,65
Mike Mansell,L,71,175,0.239,9
Herschel Bennett,L,69,160,0.276,7
Greg Garrett,B,72,200,0.111,0
Frank Burke,, , ,0.188,0
Danny Doyle,B,73,195,0.209,0
Ron LeFlore,R,72,200,0.288,59
Marc Valdes,R,72,170,0.093,0
John Hoffman,L,72,190,0.143,0
George Fallon,R,69,155,0.216,1
William Metzig,R,73,180,0.125,0
Richie Sexson,R,78,205,0.261,306
Bill McAllester,R,71,170,0.153,0
 Quinlan,, , ,0.25,0
Esteban Loaiza,R,76,190,0.17,0
Al Moore,R,70,174,0.213,0
Bartolome Fortunato,R,73,210,0,0
Bill Russell,R,72,175,0.263,46
Dave Madison,R,75,190,0.1,0
Greg Wells,R,77,218,0.228,0
Sam Thompson,L,74,207,0.331,127
Truck Eagan,R,71,190,0.133,0
Ethan Allen,R,73,180,0.3,47
Sean Burroughs,L,74,200,0.278,12
Rickey Clark,R,74,170,0.103,0
Gene Tenace,R,72,190,0.241,201
Dick Hahn,R,71,176,0,0
Jeremy Hellickson,R,73,185,0.167,0
Wayne Schurr,R,76,185,0,0
Mario Encarnacion,R,74,210,0.203,0
Buddy Lively,R,72,200,0.167,0
Bubba Morton,R,70,175,0.267,14
Gene Handley,R,70,165,0.252,0
Dana Allison,R,75,215,0,0
Fritz Fisher,L,73,180,0,0
Mickey Grasso,R,72,195,0.226,5
Chris Herrmann,L,72,200,0.189,4
Bill Sampen,R,73,185,0.111,0
Mule Haas,L,73,175,0.292,43
Tony Rodriguez,R,71,165,0.239,1
Elmer Leonard,R,75,210,0.286,0
Martin Prado,R,73,190,0.293,66
Don White,R,73,195,0.232,1
Nate Bland,L,77,190,0,0
Harry Scherer,, , ,0.333,0
Felix Doubront,L,74,165,0,0
Gil Whitehouse,B,70,170,0.22,0
Jody Lansford,R,77,225,0.2,1
Tom McLaughlin,, , ,0.192,2
Charlie Morton,R, ,150,0.194,0
Nellie King,R,78,185,0,0
Buddy Ryan,L,69,172,0.282,1
Jim Byrd,R,73,185,0,0
Ellis Kinder,R,72,195,0.142,1
Bret Hemphill,B,75,200,0.143,0
Dale Murray,R,76,205,0.077,0
Mike Cervenak,R,71,195,0.154,0
Ellie Rodriguez,R,71,185,0.245,16
Lloyd Christenbury,L,67,165,0.273,4
Buz Phillips,R,71,185,0.462,1
Darrel Chaney,B,74,188,0.217,14
John Whitehead,R,74,195,0.169,0
Kevin Koslofski,L,68,165,0.244,4
Wiki Gonzalez,R,71,175,0.239,17
Merito Acosta,L,67,140,0.255,0
Bill Sarni,R,71,180,0.263,22
Bob DiPietro,R,71,185,0.091,0
Doug Clark,L,74,205,0.091,0
Ed Baecht,R,75,195,0.19,0
Nick Willhite,L,74,190,0.163,0
Lefty Leifield,L,73,165,0.175,0
Larry Gardner,L,68,165,0.289,27
Don Demeter,R,76,190,0.265,163
Ben Beville,R,69,190,0.286,0
Darren Hall,R,75,205,0,0
Justin Knoedler,R,74,210,0.111,0
Stan Cliburn,R,72,195,0.179,2
Chink Outen,L,72,200,0.248,4
Terry Evans,R,75,205,0.158,1
Stew Cliburn,R,72,195,0,0
Carlos Torres,R,73,190,0.107,0
Doc Marshall,R,72,185,0.21,2
Bob Seeds,R,72,180,0.277,28
Bill Keister,L,65,168,0.312,18
Mike LaCoss,R,77,185,0.125,2
John Kull,L,74,190,1,0
Dick Nen,L,74,200,0.224,21
Allan Collamore,R,72,170,0.127,0
Bryan Kelly,R,74,195,0,0
Chad Qualls,R,77,220,0,0
Dave Baldwin,R,74,200,0.067,0
Kenny Greer,R,75,210,0,0
Scotti Madison,B,71,185,0.163,1
Brad Ziegler,R,76,210,0.167,0
Conny McGeehan,, , ,0,0
Shayne Bennett,R,77,200,0,0
Jeff Kunkel,R,74,180,0.221,18
Ramon Aviles,R,69,155,0.268,2
Pedro Strop,R,72,175,0,0
Shanty Hogan,R,73,240,0.295,61
Bill Freehan,R,75,203,0.262,200
Tom Gulley,L,71,178,0.207,0
Rob Mackowiak,L,70,166,0.259,64
Bill Barnes,,70,175,0.2,0
Carl Sitton,R,70,170,0.154,0
Moose Stubing,L,75,220,0,0
David Dellucci,L,70,180,0.256,101
John Halama,L,77,215,0.115,0
Bill Butland,R,77,185,0.051,0
Angel Torres,L,71,168,0,0
Andres Torres,B,70,190,0.242,32
Dick Porter,L,70,170,0.308,11
Lu Blue,B,70,165,0.287,44
Oswaldo Navarro,R,72,155,0.13,0
Dick Gossett,R,71,185,0.159,0
Steve Nicosia,R,70,185,0.248,11
Joe Gantenbein,L,69,168,0.272,8
Eddie Kenna,R,67,150,0.297,1
Jon Link,R,73,190,0,0
Joe Genewich,R,72,174,0.207,0
Mike Sember,R,72,185,0.286,0
Bill Rigney,R,73,178,0.259,41
Andre Rodgers,R,75,200,0.249,45
Jim Dee,, , ,0.125,0
Dan Schneider,L,75,170,0.172,0
Ramon Vazquez,L,71,195,0.254,22
Ted Savage,R,73,185,0.233,34
Pete Mackanin,R,74,190,0.226,30
Jack Reed,R,72,185,0.233,1
Roy Corcoran,R,70,190,0,0
Dewon Day,R,76,210,0,0
Jack Wisner,R,75,195,0.065,0
Bud Sheely,L,73,200,0.21,0
Cyclone Ryan,,72,200,0.212,0
Ty Gainey,L,73,190,0.216,1
Jim St.Vrain,R,69,175,0.097,0
Henry Fournier,,69,160,0.105,0
Al Pardo,B,74,187,0.132,1
Jouett Meekin,R,73,180,0.243,15
Wilmer Font,R,76,210,0,0
Hernan Perez,R,73,185,0.206,0
Cal McVey,R,69,170,0.346,11
Tom Parsons,R,79,210,0.037,0
Glenn Mickens,R,72,175,0,0
Ed Wolfe,R,75,185,0,0
Jerry Witte,R,73,190,0.163,4
Lendy Castillo,B,73,170,0,0
Chick Keating,R,69,155,0.089,0
Pop Foster,R,68, ,0.281,10
Joe Buskey,R,65,158,0,0
Jack Sutthoff,L,69,175,0.143,0
Rich Dauer,R,72,180,0.257,43
Monty Montgomery,R,75,200,0.125,0
Mike Garbark,R,72,200,0.244,2
Corky Withrow,R,75,197,0,0
Chet Covington,B,74,195,0,0
Jim Carlin,R,71,165,0.143,1
Hank Behrman,R,71,174,0.122,0
Johnny Gray,R,76,226,0.043,0
Jay Sborz,R,76,210,0,0
Lance Painter,L,73,195,0.154,0
Beryl Richmond,B,73,185,0,0
Nin Alexander,R,64,163,0.13,0
Roger Bailey,R,73,180,0.206,1
Bob Brady,L,73,175,0.167,0
Antone Williamson,L,73,195,0.204,0
Paddy Mayes,L,71,160,0,0
Samuel Gervacio,R,72,175,0,0
Mick Kelleher,R,69,176,0.213,0
Vince Colbert,R,76,200,0.157,0
Pancho Herrera,R,75,220,0.271,31
Lute Barnes,R,70,160,0.243,0
Joe Murray,L,72,165,0,0
Frank Graves,,72,163,0.152,0
Jack Smith,L,68,165,0.287,40
Jack Smith,R,69, ,0,0
Jake Smith,B,77,200,0,0
Brad Voyles,R,73,195,0,0
Steven Wright,R,73,220,0,0
Clarence Fieber,L,76,187,0,0
Ramon Lopez,R,72,175,0,0
Hezekiah Allen,,71,160,0.667,0
Tim Manning,R,70,170,0.189,2
Mike Kelley,R,72,210,0.241,3
Brent Brede,L,76,190,0.251,5
Scott Coolbaugh,R,70,185,0.215,8
Jerry Manuel,B,72,165,0.15,3
Leo Estrella,R,73,185,0,0
George Boehler,R,74,180,0.233,0
John Glaiser,L,68,165,0,0
Randy Heflin,L,72,185,0.132,0
John McMullin,R,69,160,0.285,4
John Ely,R,74,200,0.067,0
Rowland Office,L,72,170,0.259,32
Harry McCurdy,L,71,187,0.282,9
Rick Leach,L,73,180,0.268,18
Michael Aubrey,L,72,190,0.259,6
Matt Maloney,L,76,220,0.211,0
Chris Bourjos,R,72,185,0.227,1
Barry McCormick,R,69, ,0.238,15
Justin Wayne,R,75,200,0,0
Jim Bluejacket,R,74,200,0.129,0
Freddie Burdette,R,73,170,0.5,0
Ski Melillo,R,68,150,0.26,22
Gilly Campbell,L,67,182,0.263,5
Mike Poepping,R,78,230,0.135,0
Joe Jaeger,R,73,190,0,0
John Cahill,R,67,168,0.205,1
Todd Sears,L,77,215,0.259,2
Chris Beasley,R,74,190,0,0
Luis de los Santos,R,74,216,0,0
Charlie Pickett,R,73,175,0,0
Brian Bass,R,74,215,0,0
John Hope,R,75,195,0.143,0
Jack Rowe,L,68,170,0.286,28
Bobby Jenks,R,76,275,0,0
Justin Ruggiano,R,74,205,0.251,37
Mel Mazzera,L,71,180,0.268,10
Chris Snopek,R,73,180,0.234,13
Art Weaver,,73,160,0.183,0
Kevin Mattison,L,73,195,0,0
Whitey Wistert,R,76,210,0,0
Dan McGee,R,68,152,0.136,0
Clint Sammons,R,73,210,0.176,1
Simmy Murch,R,74,220,0.141,0
Doc Newton,L,72,185,0.172,0
Dixie Parker,L,71,160,0.2,0
Walt Golvin,L,72,165,0,0
Dwayne Murphy,L,73,185,0.246,166
Joe Redfield,R,74,190,0.1,0
Herb Conyers,L,77,210,0.333,1
Kyle Snyder,B,80,220,0,0
Lefty Smoll,B,70,175,0.161,0
Kent Mercker,L,73,175,0.113,1
Roger Deago,R,70,180,0,0
Johnny Lush,L,69,165,0.254,2
Mark Freeman,R,76,220,0.136,0
